customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
SC,zortea,2,2,99.8,37.77,137.57,68.785
BA,wenceslau guimaraes,1,1,110.0,27.5,137.5,137.5
MG,sao domingos das dores,2,2,104.9,32.5,137.4,68.7
AP,vitoria do jari,1,1,85.95,51.32,137.27,137.27
RS,mariano moro,1,1,125.0,12.26,137.26,137.26
MG,goiana,3,2,88.7,48.55,137.25,45.75
PB,arara,1,1,109.9,27.24,137.14,137.14
PB,sao mamede,1,1,86.0,51.1,137.1,137.1
SC,sao cristovao do sul,1,1,118.99,18.08,137.07,137.07
PR,sao jose da boa vista,1,1,118.99,18.08,137.07,137.07
MA,vargem grande,1,1,79.9,57.11,137.01,137.01
RS,alpestre,1,1,118.9,18.08,136.98,136.98
SC,treviso,1,1,118.9,18.08,136.98,136.98
CE,palhano,1,1,99.0,37.6,136.6,136.6
RS,nova araca,1,1,119.99,16.6,136.59,136.59
MG,serranopolis de minas,1,1,119.9,16.6,136.5,136.5
ES,governador lindenberg,2,2,101.97,34.31,136.28,68.14
CE,independencia,1,1,110.0,26.05,136.05,136.05
MG,antunes,1,1,119.8,15.59,135.39,135.39
SP,tapinas,1,1,89.99,45.09,135.08,135.08
SP,pontes gestal,1,1,89.99,45.09,135.08,135.08
SP,venda branca,1,1,117.3,17.53,134.83,134.83
MG,umburatiba,1,1,109.99,24.71,134.7,134.7
MT,sao felix do araguaia,1,1,98.8,35.84,134.64,134.64
MG,bela vista de minas,1,1,119.9,14.61,134.51,134.51
MG,patrocinio do muriae,2,2,94.8,39.58,134.38,67.19
SP,candido rodrigues,4,2,81.79,52.51,134.3,33.575
MG,crisolita,2,2,103.9,30.34,134.24,67.12
MA,benedito leite,1,1,95.9,38.22,134.12,134.12
MA,lago verde,1,1,98.0,36.01,134.01,134.01
PR,california,2,2,103.8,30.15,133.95,66.975
PE,ferreiros,1,1,95.0,38.94,133.94,133.94
RS,ipiranga do sul,1,1,109.9,23.35,133.25,133.25
MA,sao benedito do rio preto,1,1,95.0,38.22,133.22,133.22
PA,nova timboteua,1,1,99.9,33.15,133.05,133.05
RO,cujubim,1,1,89.9,43.04,132.94,132.94
PB,assuncao,1,1,80.0,52.69,132.69,132.69
MG,japaraiba,1,1,108.9,23.56,132.46,132.46
MS,pedro gomes,1,1,113.0,19.38,132.38,132.38
RS,barracao,2,2,98.49,33.71,132.2,66.1
BA,barro alto,2,2,91.99,40.19,132.18,66.09
AL,agua branca,1,1,63.8,68.3,132.1,132.1
MG,varjao de minas,2,2,105.8,26.1,131.9,65.95
RS,quevedos,2,2,90.9,40.79,131.69,65.845
BA,sitio do quinto,2,2,97.89,33.76,131.65,65.825
GO,planaltina de goias,2,1,95.6,36.01,131.61,65.805
PE,pombos,1,1,105.0,26.43,131.43,131.43
BA,piata,2,2,80.98,50.37,131.35,65.675
SP,getulina,2,2,99.8,31.22,131.02,65.51
DF,guara,2,1,88.79,42.2,130.99,65.495
GO,jussara,3,3,82.79,48.12,130.91,43.63666666666666
RS,lindolfo collor,1,1,110.9,19.75,130.65,130.65
GO,portelandia,2,2,93.99,36.64,130.63,65.315
BA,canarana,1,1,107.9,22.69,130.59,130.59
CE,antonina do norte,1,1,76.8,53.78,130.58,130.58
PR,nova santa barbara,1,1,113.0,17.53,130.53,130.53
MG,alexandrita,1,1,99.8,30.2,130.0,130.0
MG,sao bras do suacui,2,2,95.99,33.72,129.71,64.855
GO,arenopolis,1,1,108.9,20.0,128.9,128.9
MG,uniao de minas,3,3,87.09,41.62,128.71,42.903333333333336
SE,monte alegre de sergipe,1,1,80.0,48.0,128.0,128.0
PE,itaquitinga,2,2,64.89,62.9,127.79,63.895
RS,cotipora,1,1,112.0,15.53,127.53,127.53
BA,banzae,1,1,99.99,27.43,127.42,127.42
PB,lucena,1,1,89.0,38.17,127.17,127.17
PE,xexeu,1,1,87.5,38.66,126.16,126.16
RJ,conrado,1,1,104.9,21.22,126.12,126.12
PB,brejo dos santos,1,1,89.99,35.95,125.94,125.94
RS,herveiras,1,1,109.0,16.52,125.52,125.52
CE,jaguaribara,1,1,98.0,27.23,125.23,125.23
BA,campo alegre de lourdes,1,1,99.99,24.9,124.89,124.89
PR,pato bragado,2,2,86.7,38.13,124.83,62.415
TO,barrolandia,2,2,80.99,43.55,124.54,62.27
MA,senador la rocque,1,1,90.0,34.43,124.43,124.43
MT,santo antonio do leverger,1,1,97.0,27.41,124.41,124.41
MA,santa rita,1,1,89.9,34.43,124.33,124.33
RN,coronel joao pessoa,1,1,89.9,34.43,124.33,124.33
MG,riachinho,2,2,82.34,41.71,124.05,62.025
MT,nova ubirata,1,1,99.9,23.85,123.75,123.75
BA,umburanas,1,1,99.9,23.85,123.75,123.75
PR,sao jorge do patrocinio,2,2,89.9,33.82,123.72,61.86
MG,claro dos pocoes,1,1,99.99,23.69,123.68,123.68
MG,felisburgo,1,1,99.9,23.57,123.47,123.47
GO,barro alto,1,1,97.9,25.43,123.33,123.33
MA,alto alegre do maranhao,1,1,88.9,34.42,123.32,123.32
MG,guarda-mor,2,2,83.9,39.21,123.11,61.555
TO,ananas,1,1,96.8,25.96,122.76,122.76
BA,caturama,2,2,84.99,37.69,122.68,61.34
TO,esperantina,1,1,84.44,38.14,122.58,122.58
MG,antonio pereira,2,2,88.99,33.33,122.32,61.16
PR,novo itacolomi,1,1,90.0,32.22,122.22,122.22
RS,sao pedro do sul,1,1,98.7,23.27,121.97,121.97
SP,macaubal,1,1,89.8,32.11,121.91,121.91
RS,coqueiro baixo,2,2,86.99,34.77,121.76,60.88
SP,ajapi,1,1,108.0,13.34,121.34,121.34
MG,capela nova,1,1,89.77,31.5,121.27,121.27
BA,gentio do ouro,1,1,98.7,22.4,121.1,121.1
MG,sao vitor,1,1,99.9,21.19,121.09,121.09
SC,frei rogerio,1,1,99.9,21.19,121.09,121.09
PB,montadas,1,1,84.99,35.91,120.9,120.9
MG,bom jesus da penha,2,1,85.89,34.95,120.84,60.42
PE,aracoiaba,2,2,78.67,42.04,120.71,60.355
SC,lindoia do sul,1,1,103.9,16.32,120.22,120.22
BA,conceicao do almeida,1,1,99.0,21.14,120.14,120.14
SP,anhembi,1,1,106.9,13.19,120.09,120.09
RO,ministro andreazza,1,1,69.9,50.15,120.05,120.05
RS,fortaleza dos valos,1,1,100.0,19.95,119.95,119.95
PR,sao carlos do ivai,1,1,93.0,26.95,119.95,119.95
MG,santo hipolito,1,1,104.4,15.48,119.88,119.88
MG,olhos d'agua,1,1,99.9,19.94,119.84,119.84
RN,janduis,1,1,84.99,34.39,119.38,119.38
BA,elisio medrado,2,2,79.82,38.93,118.75,59.375
PR,douradina,1,1,99.9,18.75,118.65,118.65
CE,assare,1,1,81.0,37.26,118.26,118.26
BA,barrocas,1,1,99.99,18.27,118.26,118.26
SP,coronel macedo,2,2,92.9,25.35,118.25,59.125
SE,nossa senhora de lourdes,1,1,79.99,38.11,118.1,118.1
MG,silvano,1,1,99.99,17.95,117.94,117.94
RJ,mussurepe,1,1,99.99,17.95,117.94,117.94
SP,sao pedro do turvo,2,2,88.9,29.0,117.9,58.95
SP,nova guataporanga,1,1,75.0,42.76,117.76,117.76
GO,itaguaru,2,2,84.89,32.77,117.66,58.83
GO,turvania,2,2,83.7,33.65,117.35,58.675
PR,vila nova,2,2,85.47,31.72,117.19,58.595
TO,peixe,1,1,89.99,27.17,117.16,117.16
BA,retirolandia,1,1,89.9,27.1,117.0,117.0
RS,aguas claras,1,1,95.8,21.16,116.96,116.96
SP,paulistania,1,1,99.0,17.94,116.94,116.94
MG,vermelho,1,1,98.0,18.79,116.79,116.79
RS,monte belo do sul,1,1,79.98,36.76,116.74,116.74
SC,sao bonifacio,1,1,101.0,15.46,116.46,116.46
BA,planalto,1,1,91.0,25.45,116.45,116.45
BA,governador mangabeira,1,1,98.0,18.26,116.26,116.26
RS,sao pedro do butia,1,1,99.9,16.29,116.19,116.19
DF,sobradinho,1,1,99.0,16.94,115.94,115.94
MA,sao joao do paraiso,1,1,80.04,35.88,115.92,115.92
MG,brasopolis,1,1,99.99,15.91,115.9,115.9
SC,fragosos,1,1,99.99,15.91,115.9,115.9
RN,frutuoso gomes,1,1,79.99,35.88,115.87,115.87
RJ,sao jose do ribeirao,1,1,97.9,17.94,115.84,115.84
RS,santana da boa vista,2,2,79.89,35.91,115.8,57.9
MA,santa luzia do parua,1,1,79.9,35.88,115.78,115.78
PA,aurora do para,1,1,78.0,37.46,115.46,115.46
RS,santa maria do herval,1,1,99.99,15.45,115.44,115.44
SP,santa clara d'oeste,1,1,99.99,15.45,115.44,115.44
MG,bonito de minas,1,1,99.99,15.45,115.44,115.44
MG,sao francisco de paula,2,2,78.89,36.53,115.42,57.71
SE,campo do brito,1,1,76.8,38.09,114.89,114.89
MG,quatituba,1,1,105.0,9.85,114.85,114.85
MT,ipiranga do norte,1,1,95.0,19.83,114.83,114.83
PE,nazare da mata,1,1,99.99,14.57,114.56,114.56
MT,figueiropolis d'oeste,2,2,77.98,36.44,114.42,57.21
AL,novo lino,1,1,79.9,34.36,114.26,114.26
MG,ouro verde de minas,2,2,80.79,33.4,114.19,57.095
GO,itaguacu,2,2,82.89,31.21,114.1,57.05
BA,cristopolis,2,2,63.41,50.54,113.95,56.975
TO,almas,1,1,78.0,35.56,113.56,113.56
SE,aquidaba,1,1,89.0,24.55,113.55,113.55
MG,materlandia,2,2,79.98,33.48,113.46,56.73
TO,praia norte,1,1,79.0,34.35,113.35,113.35
MG,palmopolis,1,1,89.99,23.21,113.2,113.2
GO,goiandira,1,1,94.9,18.23,113.13,113.13
PB,jerico,1,1,75.0,38.08,113.08,113.08
GO,aragoiania,1,1,112.9,0.0,112.9,112.9
MG,arapua,1,1,89.0,23.77,112.77,112.77
SP,mogi-mirim,2,2,89.8,22.81,112.61,56.305
SP,piquerobi,1,1,85.0,27.45,112.45,112.45
PI,inhuma,1,1,78.0,34.35,112.35,112.35
SP,rubineia,1,1,100.0,12.2,112.2,112.2
PE,santo antonio das queimadas,1,1,84.99,27.13,112.12,112.12
RS,sinimbu,2,2,81.78,30.33,112.11,56.055
SP,novais,1,1,99.9,12.09,111.99,111.99
RS,eugenio de castro,1,1,97.0,14.76,111.76,111.76
SP,aramina,1,1,97.9,13.71,111.61,111.61
MS,deodapolis,2,2,76.8,34.41,111.21,55.605
MS,caracol,1,1,94.0,17.1,111.1,111.1
PR,sao jorge d'oeste,1,1,89.9,21.12,111.02,111.02
ES,vargem grande do soturno,1,1,89.9,21.12,111.02,111.02
AL,coite do noia,1,1,89.9,21.11,111.01,111.01
BA,piripa,2,2,71.99,38.85,110.84,55.42
MS,jaraguari,2,2,75.0,35.52,110.52,55.26
AL,passo de camaragibe,1,1,41.98,68.3,110.28,110.28
BA,andarai,1,1,79.9,29.6,109.5,109.5
MG,ingai,1,1,96.0,13.38,109.38,109.38
MG,vila pereira,1,1,92.8,16.41,109.21,109.21
MA,joselandia,1,1,73.35,35.83,109.18,109.18
MG,juvenilia,2,2,77.48,31.62,109.1,54.55
PE,cha de alegria,1,1,79.99,28.96,108.95,108.95
RO,cacaulandia,1,1,72.9,35.83,108.73,108.73
MG,lamim,1,1,89.9,18.73,108.63,108.63
BA,varzea nova,1,1,86.0,22.53,108.53,108.53
SP,serra azul,1,1,72.5,36.02,108.52,108.52
MG,bias fortes,2,2,80.9,27.58,108.48,54.24
MG,bras pires,2,2,76.8,31.22,108.02,54.01
PE,sao joaquim do monte,1,1,79.0,28.95,107.95,107.95
PR,marilena,1,1,89.99,17.88,107.87,107.87
ES,santa leopoldina,1,1,89.9,17.88,107.78,107.78
PR,bom sucesso,1,1,89.9,17.88,107.78,107.78
ES,atilio vivacqua,1,1,89.9,17.88,107.78,107.78
MS,bandeirantes,1,1,89.9,17.88,107.78,107.78
PR,guapirama,1,1,89.9,17.88,107.78,107.78
MG,fonseca,1,1,89.65,17.88,107.53,107.53
PI,lagoa de sao francisco,1,1,68.99,38.03,107.02,107.02
SP,monte castelo,1,1,91.5,15.39,106.89,106.89
RS,general camara,1,1,89.0,17.87,106.87,106.87
PR,coronel domingos soares,1,1,89.0,17.87,106.87,106.87
RS,vanini,1,1,89.0,17.87,106.87,106.87
RN,messias targino,1,1,59.9,46.95,106.85,106.85
RS,aratiba,1,1,92.5,13.99,106.49,106.49
PI,lagoa do piaui,1,1,84.99,21.39,106.38,106.38
MA,matoes,1,1,72.0,34.3,106.3,106.3
CE,itapiuna,2,1,54.98,51.26,106.24,53.12
MS,coronel sapucaia,1,1,89.9,16.33,106.23,106.23
SP,redencao da serra,1,1,89.9,16.33,106.23,106.23
MG,entre folhas,1,1,84.99,21.08,106.07,106.07
ES,paraju,1,1,79.9,25.84,105.74,105.74
GO,britania,1,1,89.99,15.38,105.37,105.37
MG,vitorinos,1,1,89.99,15.38,105.37,105.37
PR,campo bonito,1,1,79.9,25.4,105.3,105.3
RJ,penedo,1,1,89.9,15.38,105.28,105.28
MG,estrela do sul,1,1,89.9,15.38,105.28,105.28
MG,braunas,1,1,89.9,15.38,105.28,105.28
MG,ilicinea,1,1,89.9,15.38,105.28,105.28
GO,jaupaci,1,1,89.9,15.38,105.28,105.28
RS,pedras altas,1,1,89.9,15.38,105.28,105.28
BA,santa brigida,1,1,84.9,19.83,104.73,104.73
PR,contenda,1,1,89.9,14.71,104.61,104.61
SC,aguas mornas,1,1,89.15,15.37,104.52,104.52
PR,perola independente,1,1,84.9,19.56,104.46,104.46
MG,taparuba,1,1,89.0,15.37,104.37,104.37
AC,porto acre,1,1,74.9,29.45,104.35,104.35
BA,muquem do sao francisco,2,2,61.32,42.89,104.21,52.105
RS,santo antonio do palma,2,2,73.89,30.2,104.09,52.045
ES,novo brasil,1,1,85.9,17.85,103.75,103.75
PR,engenheiro beltrao,2,2,76.8,26.56,103.36,51.68
MG,monte formoso,2,2,72.99,30.2,103.19,51.595
BA,cotegipe,1,1,84.99,18.16,103.15,103.15
RS,guarani das missoes,2,2,68.66,34.28,102.94,51.47
SP,buritizal,2,2,66.99,35.89,102.88,51.44
RS,dezesseis de novembro,1,1,79.9,22.85,102.75,102.75
RS,rio dos indios,1,1,79.9,22.85,102.75,102.75
RS,sao jose do inhacora,1,1,77.99,24.71,102.7,102.7
PR,rancho alegre,1,1,89.9,12.76,102.66,102.66
RS,senador salgado filho,1,1,83.8,18.69,102.49,102.49
BA,adustina,1,1,74.8,27.47,102.27,102.27
SP,riversul,1,1,89.9,12.13,102.03,102.03
RN,angicos,1,1,65.99,35.78,101.77,101.77
BA,castro alves,2,2,58.9,42.86,101.76,50.88
SP,vargem,2,2,78.8,22.7,101.5,50.75
RS,vila nova do sul,1,1,84.99,16.35,101.34,101.34
MG,sapucaia,1,1,77.9,23.35,101.25,101.25
AL,maribondo,1,1,49.9,51.07,100.97,100.97
SE,ribeiropolis,1,1,65.0,35.77,100.77,100.77
MA,santa quiteria do maranhao,1,1,49.9,50.85,100.75,100.75
RN,pedra preta,1,1,49.9,50.85,100.75,100.75
SP,espigao,2,2,74.89,25.63,100.52,50.26
PR,guairaca,1,1,63.8,36.64,100.44,100.44
PR,nova esperanca do sudoeste,1,1,84.99,15.34,100.33,100.33
MG,major porto,1,1,84.99,15.34,100.33,100.33
BA,itamira,2,1,55.9,44.3,100.2,50.1
CE,itarema,1,1,72.9,27.05,99.95,99.95
CE,caridade,1,1,99.9,0.0,99.9,99.9
MG,coronel pacheco,1,1,99.9,0.0,99.9,99.9
SC,paraiso,1,1,79.9,19.75,99.65,99.65
PR,querencia do norte,1,1,79.9,19.53,99.43,99.43
MA,goncalves dias,1,1,65.0,34.25,99.25,99.25
BA,filadelfia,1,1,79.9,19.26,99.16,99.16
RS,barao do triunfo,1,1,79.99,19.15,99.14,99.14
RN,pedro velho,1,1,61.99,37.12,99.11,99.11
BA,carnaiba do sertao,1,1,54.98,44.12,99.1,99.1
MG,capitao eneas,1,1,65.6,33.24,98.84,98.84
SC,coronel freitas,1,1,79.99,18.66,98.65,98.65
TO,arapoema,1,1,55.9,42.67,98.57,98.57
ES,ponto belo,1,1,79.9,18.66,98.56,98.56
MG,brasilandia de minas,1,1,76.25,22.24,98.49,98.49
GO,ouro verde de goias,1,1,82.9,15.33,98.23,98.23
MG,ewbank da camara,1,1,79.99,18.17,98.16,98.16
RS,tres forquilhas,1,1,82.8,15.33,98.13,98.13
RN,antonio martins,1,1,45.0,52.67,97.67,97.67
SP,rincao,1,1,79.0,18.63,97.63,97.63
BA,anage,1,1,63.8,33.58,97.38,97.38
RJ,passa tres,2,2,63.85,33.52,97.37,48.685
PA,morada nova,1,1,59.99,37.33,97.32,97.32
PB,pilar,1,1,58.99,37.96,96.95,96.95
GO,teresina de goias,1,1,79.0,17.8,96.8,96.8
RJ,santa rita da floresta,1,1,79.0,17.8,96.8,96.8
SC,monte castelo,1,1,78.0,18.65,96.65,96.65
PR,pirapo,1,1,75.27,21.02,96.29,96.29
MG,olaria,1,1,79.9,16.32,96.22,96.22
MG,campo azul,1,1,79.9,16.32,96.22,96.22
MG,rio doce,1,1,66.0,30.2,96.2,96.2
SP,ubirajara,1,1,79.9,16.19,96.09,96.09
MG,pedra do indaia,1,1,72.99,23.09,96.08,96.08
MG,itutinga,1,1,69.9,26.11,96.01,96.01
PB,pedra branca,1,1,44.99,50.85,95.84,95.84
BA,aracatu,1,1,75.99,19.77,95.76,95.76
RS,ipiranga,1,1,79.0,16.74,95.74,95.74
BA,boquira,1,1,69.9,25.77,95.67,95.67
TO,fatima,1,1,59.9,35.74,95.64,95.64
PR,perobal,1,1,80.0,15.31,95.31,95.31
SP,santa salete,1,1,81.99,13.01,95.0,95.0
PA,igarape-acu,1,1,69.0,25.76,94.76,94.76
GO,divinopolis de goias,1,1,79.0,15.3,94.3,94.3
MG,alagoa,1,1,77.68,16.3,93.98,93.98
PR,palmeirinha,2,2,58.92,34.88,93.8,46.9
PR,ilha dos valadares,1,1,67.99,25.6,93.59,93.59
SP,iaras,1,1,79.99,13.58,93.57,93.57
RS,taquarucu do sul,1,1,70.0,23.29,93.29,93.29
PR,porto amazonas,2,2,58.79,34.42,93.21,46.605
MG,dom cavati,1,1,74.99,18.09,93.08,93.08
AM,itacoatiara,1,1,57.98,35.0,92.98,92.98
SC,novo horizonte,1,1,74.9,17.77,92.67,92.67
PR,mato rico,1,1,72.9,19.75,92.65,92.65
MG,nacip raydan,1,1,74.9,17.26,92.16,92.16
MG,campo florido,1,1,59.8,32.22,92.02,92.02
BA,ibirataia,2,2,52.8,38.92,91.72,45.86
MS,sonora,2,2,57.98,33.4,91.38,45.69
MG,sao francisco do gloria,1,1,69.9,21.45,91.35,91.35
RS,lagoa dos tres cantos,1,1,74.9,16.28,91.18,91.18
SP,nantes,1,1,79.0,12.05,91.05,91.05
SE,riachuelo,1,1,39.97,51.0,90.97,90.97
PB,santo andre,1,1,54.9,36.0,90.9,90.9
PB,mae d'agua,1,1,39.89,51.0,90.89,90.89
RJ,macuco,1,1,69.9,20.98,90.88,90.88
BA,arraial d ajuda,1,1,72.62,18.08,90.7,90.7
PR,inaja,2,2,56.9,33.4,90.3,45.15
MG,felixlandia,1,1,75.0,15.28,90.28,90.28
SP,salmourao,2,2,59.88,30.39,90.27,45.135
SP,cassia dos coqueiros,1,1,74.9,15.27,90.17,90.17
PE,alianca,1,1,64.99,24.94,89.93,89.93
SP,onda verde,1,1,69.81,19.68,89.49,89.49
MG,glaura,1,1,69.9,19.46,89.36,89.36
RS,nova padua,1,1,69.9,19.46,89.36,89.36
MG,frei gaspar,1,1,74.9,14.29,89.19,89.19
PR,adrianopolis,1,1,73.9,15.27,89.17,89.17
BA,salobro,1,1,72.2,16.95,89.15,89.15
SP,suzanapolis,1,1,76.9,12.04,88.94,88.94
MG,santo antonio do aventureiro,1,1,77.99,10.93,88.92,88.92
SC,bom retiro,1,1,70.0,18.37,88.37,88.37
CE,pedra branca,2,2,36.89,51.26,88.15,44.075
MT,itanhanga,1,1,69.99,18.06,88.05,88.05
SP,guatapara,1,1,75.0,12.97,87.97,87.97
PB,pedra lavrada,1,1,50.0,37.9,87.9,87.9
PI,alvorada do gurgueia,1,1,37.0,50.85,87.85,87.85
SP,paranapua,2,2,64.99,22.81,87.8,43.9
CE,croata,1,1,58.99,28.81,87.8,87.8
CE,uruburetama,1,1,58.99,28.81,87.8,87.8
MA,passagem franca,1,1,37.98,49.68,87.66,87.66
RS,piratini,1,1,69.9,17.74,87.64,87.64
MG,morro do pilar,1,1,69.9,17.74,87.64,87.64
PR,matelandia,2,2,57.98,29.62,87.6,43.8
BA,teodoro sampaio,1,1,64.9,22.38,87.28,87.28
SP,termas de ibira,1,1,71.9,15.25,87.15,87.15
RS,sao jorge,1,1,63.99,23.03,87.02,87.02
TO,buriti do tocantins,1,1,59.9,26.89,86.79,86.79
MG,ravena,1,1,69.99,16.74,86.73,86.73
RN,vicosa,1,1,50.9,35.68,86.58,86.58
RJ,valao do barro,1,1,67.1,19.44,86.54,86.54
BA,ibipeba,1,1,61.7,24.69,86.39,86.39
MS,anaurilandia,1,1,69.99,16.25,86.24,86.24
PR,formosa do oeste,1,1,69.9,16.25,86.15,86.15
PR,florida,1,1,69.9,16.25,86.15,86.15
PR,vila reis,1,1,69.9,16.25,86.15,86.15
PA,jacareacanga,1,1,49.0,37.04,86.04,86.04
MG,cascalho rico,1,1,69.0,16.92,85.92,85.92
PA,mocajuba,1,1,59.9,25.7,85.6,85.6
ES,laranja da terra,1,1,69.9,15.7,85.6,85.6
MG,sao thome das letras,2,2,52.8,32.7,85.5,42.75
MG,moeda,1,1,69.9,15.56,85.46,85.46
MS,terenos,1,1,62.89,22.37,85.26,85.26
AL,matriz de camaragibe,1,1,64.0,20.9,84.9,84.9
SP,pontalinda,2,2,60.8,23.95,84.75,42.375
RN,bodo,1,1,48.9,35.67,84.57,84.57
GO,mossamedes,1,1,49.99,34.15,84.14,84.14
AL,murici,1,1,49.9,34.15,84.05,84.05
PR,serra dos dourados,1,1,65.0,18.33,83.33,83.33
MS,anhandui,1,1,69.0,14.23,83.23,83.23
MA,bela vista do maranhao,1,1,49.0,34.15,83.15,83.15
SP,planalto,1,1,69.99,13.07,83.06,83.06
PA,pau d'arco,1,1,48.9,34.15,83.05,83.05
MG,sao mateus de minas,1,1,59.88,23.0,82.88,82.88
BA,dom macedo costa,1,1,55.9,26.93,82.83,82.83
MA,sao francisco do brejao,1,1,31.9,50.85,82.75,82.75
RN,lagoa salgada,1,1,30.24,52.48,82.72,82.72
GO,brazabrantes,2,2,53.5,29.2,82.7,41.35
CE,taperuaba,1,1,55.49,26.93,82.42,82.42
BA,salinas da margarida,1,1,55.0,27.12,82.12,82.12
MG,bertopolis,1,1,65.9,16.22,82.12,82.12
RS,rainha do mar,1,1,59.9,22.13,82.03,82.03
MG,paineiras,1,1,58.99,22.99,81.98,81.98
PB,jacarau,1,1,47.81,34.15,81.96,81.96
RS,pouso novo,1,1,54.9,26.92,81.82,81.82
SP,iacri,2,2,56.98,24.64,81.62,40.81
MA,humberto de campos,1,1,45.9,35.67,81.57,81.57
CE,amontada,1,1,45.9,35.67,81.57,81.57
PR,conselheiro mairinck,1,1,67.0,14.55,81.55,81.55
BA,lamarao,1,1,59.0,22.34,81.34,81.34
PI,angical do piaui,1,1,29.99,50.93,80.92,80.92
MG,camacho,1,1,59.99,20.91,80.9,80.9
MG,rubelita,1,1,57.89,22.99,80.88,80.88
RO,castanheiras,1,1,42.9,37.9,80.8,80.8
PR,nossa senhora das gracas,2,2,54.8,25.95,80.75,40.375
BA,caem,1,1,57.9,22.12,80.02,80.02
PR,santo inacio,1,1,65.9,13.8,79.7,79.7
PR,candoi,1,1,43.0,36.5,79.5,79.5
RS,tapera,1,1,61.8,17.27,79.07,79.07
MA,rosario,1,1,28.12,50.92,79.04,79.04
RS,garruchos,1,1,62.9,16.14,79.04,79.04
RN,sao tome,1,1,27.99,50.85,78.84,78.84
SP,cipo-guacu,1,1,69.99,8.72,78.71,78.71
BA,cairu,1,1,58.99,19.65,78.64,78.64
MG,berilo,1,1,55.9,22.32,78.22,78.22
CE,lages,1,1,59.0,19.1,78.1,78.1
SC,galvao,1,1,59.5,18.52,78.02,78.02
SP,itaoca,1,1,55.8,22.21,78.01,78.01
BA,jandaira,1,1,59.99,17.99,77.98,77.98
RN,agua nova,1,1,42.0,35.67,77.67,77.67
RS,novo machado,1,1,59.99,17.67,77.66,77.66
RJ,itacurussa,1,1,59.9,17.67,77.57,77.57
MG,padre paraiso,1,1,59.9,17.67,77.57,77.57
RS,cerrito,1,1,59.9,17.67,77.57,77.57
MG,pinhotiba,1,1,59.9,17.67,77.57,77.57
MG,mesquita,1,1,59.9,17.67,77.57,77.57
PR,sao miguel do cambui,1,1,59.9,17.67,77.57,77.57
MG,santa rita do itueto,1,1,59.9,17.67,77.57,77.57
RS,porto lucena,1,1,59.89,17.67,77.56,77.56
MG,queixada,1,1,59.0,18.29,77.29,77.29
MT,novo mundo,1,1,59.15,17.98,77.13,77.13
MG,sao domingos,1,1,59.9,17.16,77.06,77.06
PE,siriji,1,1,39.99,37.04,77.03,77.03
MS,angelica,1,1,53.9,22.96,76.86,76.86
SC,rio rufino,1,1,59.0,17.66,76.66,76.66
PR,nova america da colina,1,1,58.99,17.66,76.65,76.65
MA,maranhaozinho,1,1,40.9,35.67,76.57,76.57
BA,guaratinga,2,2,42.99,33.58,76.57,38.285
MG,itaguara,2,1,48.89,27.58,76.47,38.235
BA,aribice,1,1,42.0,34.15,76.15,76.15
BA,sento se,1,1,53.99,22.09,76.08,76.08
MS,gloria de dourados,1,1,45.8,30.2,76.0,76.0
PI,sebastiao leal,1,1,24.99,50.9,75.89,75.89
RS,nova boa vista,1,1,52.9,22.95,75.85,75.85
PB,prata,1,1,54.9,20.83,75.73,75.73
RS,sete de setembro,1,1,54.9,20.83,75.73,75.73
MG,pavao,1,1,60.0,15.63,75.63,75.63
PA,juruti,1,1,49.9,25.63,75.53,75.53
SP,guarapua,1,1,60.0,15.17,75.17,75.17
ES,praia grande,1,1,59.9,15.18,75.08,75.08
MS,brasilandia,1,1,59.9,15.17,75.07,75.07
GO,hidrolandia,1,1,58.99,15.51,74.5,74.5
SP,pedranopolis,1,1,59.9,14.51,74.41,74.41
MG,tocos do moji,1,1,55.0,19.36,74.36,74.36
MG,ponto dos volantes,2,2,41.4,32.9,74.3,37.15
RS,jacuizinho,1,1,59.54,14.72,74.26,74.26
RN,vera cruz,1,1,39.99,34.15,74.14,74.14
SP,corumbatai,2,2,49.59,24.54,74.13,37.065
SP,piacatu,1,1,51.19,22.94,74.13,74.13
AL,girau do ponciano,1,1,39.9,34.15,74.05,74.05
MG,lagoa dos patos,1,1,59.9,14.15,74.05,74.05
PE,tamandare,1,1,49.0,24.84,73.84,73.84
BA,condeuba,1,1,56.99,16.84,73.83,73.83
BA,varzea do poco,1,1,56.99,16.84,73.83,73.83
ES,sao joao do sobrado,1,1,55.92,17.64,73.56,73.56
SC,guaraciaba,1,1,54.9,18.48,73.38,73.38
SP,oleo,1,1,59.9,13.44,73.34,73.34
BA,cocos,1,1,49.99,23.28,73.27,73.27
PR,alto sao joao,1,1,54.99,18.26,73.25,73.25
BA,chorrocho,1,1,49.9,23.28,73.18,73.18
PR,alto paraiso,1,1,56.99,16.16,73.15,73.15
RS,itaara,1,1,56.99,16.16,73.15,73.15
PR,bocaiuva do sul,2,2,49.89,22.81,72.7,36.35
MT,sao jose do xingu,1,1,49.3,23.22,72.52,72.52
RJ,bacaxa,1,1,57.9,14.61,72.51,72.51
MG,dores de guanhaes,1,1,57.9,14.58,72.48,72.48
SP,anhumas,1,1,58.99,13.43,72.42,72.42
CE,capistrano,1,1,35.0,37.16,72.16,72.16
